Time,CORE_ZN:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4:BUFFALO.NIAGARA.INTL.AP_NY_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:10:00,9.563331E+02,2.345270E+03,4.964779E-02,2.072263E-01,2.586158E+03,1.772858E+03,1.342472E-01,1.566559E-01,1.618897E+03,1.073227E+03,8.403607E-02,9.483429E-02,2.605341E+03,1.753859E+03,1.352431E-01,1.549772E-01,1.623181E+03,1.162910E+03,8.425847E-02,1.027585E-01
00:20:00,9.563353E+02,2.340248E+03,4.964790E-02,2.067825E-01,2.586164E+03,1.762488E+03,1.342476E-01,1.557396E-01,1.618901E+03,1.066314E+03,8.403629E-02,9.422348E-02,2.605348E+03,1.743475E+03,1.352434E-01,1.540597E-01,1.623185E+03,1.152475E+03,8.425869E-02,1.018365E-01
00:30:00,9.563373E+02,2.335376E+03,4.964800E-02,2.063521E-01,2.586170E+03,1.752425E+03,1.342479E-01,1.548505E-01,1.618905E+03,1.059611E+03,8.403650E-02,9.363122E-02,2.605354E+03,1.733403E+03,1.352437E-01,1.531697E-01,1.623189E+03,1.142454E+03,8.425890E-02,1.009511E-01
00:40:00,9.563393E+02,2.330645E+03,4.964810E-02,2.059341E-01,2.586176E+03,1.742661E+03,1.342482E-01,1.539877E-01,1.618909E+03,1.053099E+03,8.403670E-02,9.305582E-02,2.605360E+03,1.723618E+03,1.352440E-01,1.523051E-01,1.623193E+03,1.132819E+03,8.425910E-02,1.000998E-01
00:50:00,9.563411E+02,2.326043E+03,4.964820E-02,2.055275E-01,2.586181E+03,1.733190E+03,1.342485E-01,1.531509E-01,1.618912E+03,1.046763E+03,8.403689E-02,9.249594E-02,2.605365E+03,1.714092E+03,1.352443E-01,1.514634E-01,1.623197E+03,1.123547E+03,8.425929E-02,9.928045E-02
01:00:00,9.563428E+02,2.321561E+03,4.964829E-02,2.051315E-01,2.586186E+03,1.723990E+03,1.342487E-01,1.523380E-01,1.618916E+03,1.040590E+03,8.403707E-02,9.195058E-02,2.605370E+03,1.704820E+03,1.352446E-01,1.506441E-01,1.623200E+03,1.114615E+03,8.425947E-02,9.849127E-02
01:10:00,9.563445E+02,2.317193E+03,4.964838E-02,2.047456E-01,2.586191E+03,1.715097E+03,1.342490E-01,1.515522E-01,1.618919E+03,1.034612E+03,8.403725E-02,9.142229E-02,2.605375E+03,1.695824E+03,1.352448E-01,1.498492E-01,1.623204E+03,1.106043E+03,8.425964E-02,9.773382E-02
01:20:00,9.563461E+02,2.312932E+03,4.964846E-02,2.043691E-01,2.586196E+03,1.706497E+03,1.342492E-01,1.507923E-01,1.618922E+03,1.028815E+03,8.403741E-02,9.091010E-02,2.605380E+03,1.687118E+03,1.352451E-01,1.490799E-01,1.623207E+03,1.097814E+03,8.425981E-02,9.700679E-02
01:30:00,9.563477E+02,2.308773E+03,4.964854E-02,2.040016E-01,2.586201E+03,1.698178E+03,1.342495E-01,1.500573E-01,1.618925E+03,1.023192E+03,8.403757E-02,9.041323E-02,2.605384E+03,1.678705E+03,1.352453E-01,1.483366E-01,1.623210E+03,1.089921E+03,8.425997E-02,9.630932E-02
01:40:00,9.563491E+02,2.304713E+03,4.964862E-02,2.036429E-01,2.586205E+03,1.690127E+03,1.342497E-01,1.493459E-01,1.618928E+03,1.017748E+03,8.403772E-02,8.993217E-02,2.605389E+03,1.670583E+03,1.352455E-01,1.476189E-01,1.623213E+03,1.082340E+03,8.426012E-02,9.563949E-02
