Time,CORE_ZN:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:10:00,9.398276E+02,2.367462E+03,4.879090E-02,2.091904E-01,2.221801E+03,1.784235E+03,1.153390E-01,1.576494E-01,1.380927E+03,1.084538E+03,7.168694E-02,9.582578E-02,2.233671E+03,1.768523E+03,1.159553E-01,1.562611E-01,1.380927E+03,1.189066E+03,7.168694E-02,1.050611E-01
00:20:00,9.398286E+02,2.361012E+03,4.879096E-02,2.086205E-01,2.221804E+03,1.771352E+03,1.153392E-01,1.565111E-01,1.380929E+03,1.076154E+03,7.168705E-02,9.508501E-02,2.233675E+03,1.755644E+03,1.159554E-01,1.551232E-01,1.380929E+03,1.176368E+03,7.168705E-02,1.039392E-01
00:30:00,9.398297E+02,2.354745E+03,4.879101E-02,2.080667E-01,2.221807E+03,1.758782E+03,1.153394E-01,1.554004E-01,1.380931E+03,1.067965E+03,7.168716E-02,9.436143E-02,2.233678E+03,1.743098E+03,1.159556E-01,1.540147E-01,1.380931E+03,1.164115E+03,7.168716E-02,1.028566E-01
00:40:00,9.398306E+02,2.348647E+03,4.879106E-02,2.075279E-01,2.221810E+03,1.746511E+03,1.153395E-01,1.543163E-01,1.380933E+03,1.059967E+03,7.168726E-02,9.365483E-02,2.233680E+03,1.730874E+03,1.159557E-01,1.529347E-01,1.380933E+03,1.152284E+03,7.168726E-02,1.018113E-01
00:50:00,9.398316E+02,2.342706E+03,4.879111E-02,2.070031E-01,2.221813E+03,1.734532E+03,1.153397E-01,1.532579E-01,1.380935E+03,1.052158E+03,7.168736E-02,9.296485E-02,2.233683E+03,1.718972E+03,1.159559E-01,1.518830E-01,1.380935E+03,1.140852E+03,7.168736E-02,1.008012E-01
01:00:00,9.398324E+02,2.336913E+03,4.879116E-02,2.064912E-01,2.221815E+03,1.722836E+03,1.153398E-01,1.522245E-01,1.380937E+03,1.044540E+03,7.168745E-02,9.229170E-02,2.233686E+03,1.707357E+03,1.159560E-01,1.508568E-01,1.380937E+03,1.129801E+03,7.168745E-02,9.982477E-02
01:10:00,9.398333E+02,2.331257E+03,4.879120E-02,2.059915E-01,2.221818E+03,1.711487E+03,1.153399E-01,1.512217E-01,1.380938E+03,1.037145E+03,7.168753E-02,9.163835E-02,2.233688E+03,1.696117E+03,1.159561E-01,1.498637E-01,1.380938E+03,1.119155E+03,7.168753E-02,9.888418E-02
01:20:00,9.398341E+02,2.325733E+03,4.879124E-02,2.055034E-01,2.221820E+03,1.700476E+03,1.153400E-01,1.502489E-01,1.380940E+03,1.029969E+03,7.168762E-02,9.100437E-02,2.233691E+03,1.685234E+03,1.159563E-01,1.489021E-01,1.380940E+03,1.108897E+03,7.168762E-02,9.797782E-02
01:30:00,9.398348E+02,2.320336E+03,4.879128E-02,2.050265E-01,2.221823E+03,1.689802E+03,1.153402E-01,1.493058E-01,1.380941E+03,1.023011E+03,7.168770E-02,9.038956E-02,2.233693E+03,1.674701E+03,1.159564E-01,1.479714E-01,1.380941E+03,1.099011E+03,7.168770E-02,9.710441E-02
01:40:00,9.398356E+02,2.315061E+03,4.879132E-02,2.045604E-01,2.221825E+03,1.679462E+03,1.153403E-01,1.483922E-01,1.380943E+03,1.016268E+03,7.168777E-02,8.979379E-02,2.233695E+03,1.664514E+03,1.159565E-01,1.470715E-01,1.380943E+03,1.089485E+03,7.168777E-02,9.626277E-02
