Time,CORE_ZN:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4:DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
06:50:00,9.913909E+02,2.266992E+03,5.146780E-02,2.002957E-01,2.680525E+03,1.560314E+03,1.391526E-01,1.378564E-01,1.634604E+03,1.649883E+03,8.485589E-02,1.457709E-01,2.592871E+03,1.694279E+03,1.346022E-01,1.496926E-01,1.634604E+03,9.590247E+02,8.485589E-02,8.473127E-02
07:00:00,9.913912E+02,2.277365E+03,5.146782E-02,2.012113E-01,2.680525E+03,1.582246E+03,1.391526E-01,1.397938E-01,1.634604E+03,1.761314E+03,8.485592E-02,1.556155E-01,2.592872E+03,1.702155E+03,1.346023E-01,1.503880E-01,1.634604E+03,9.690364E+02,8.485592E-02,8.561560E-02
07:10:00,9.913915E+02,2.287380E+03,5.146783E-02,2.020955E-01,2.644835E+03,1.606746E+03,1.372998E-01,1.419580E-01,1.610811E+03,1.874457E+03,8.362075E-02,1.656113E-01,2.557182E+03,1.711219E+03,1.327495E-01,1.511884E-01,1.610811E+03,9.825821E+02,8.362075E-02,8.681219E-02
07:20:00,9.913918E+02,2.296931E+03,5.146785E-02,2.029389E-01,2.609129E+03,1.634245E+03,1.354463E-01,1.443875E-01,1.587006E+03,1.984816E+03,8.238506E-02,1.753613E-01,2.521475E+03,1.720467E+03,1.308960E-01,1.520052E-01,1.587006E+03,9.972136E+02,8.238506E-02,8.810481E-02
07:30:00,9.913920E+02,2.305974E+03,5.146786E-02,2.037373E-01,2.573414E+03,1.663332E+03,1.335924E-01,1.469572E-01,1.563196E+03,2.090440E+03,8.114912E-02,1.846930E-01,2.485760E+03,1.732634E+03,1.290421E-01,1.530800E-01,1.563196E+03,1.012892E+03,8.114912E-02,8.948987E-02
07:40:00,9.913922E+02,2.314838E+03,5.146787E-02,2.045201E-01,2.537681E+03,1.692932E+03,1.317376E-01,1.495723E-01,1.539374E+03,2.188215E+03,7.991264E-02,1.933314E-01,2.450028E+03,1.747909E+03,1.271873E-01,1.544294E-01,1.539374E+03,1.029286E+03,7.991264E-02,9.093827E-02
07:50:00,9.913920E+02,2.323787E+03,5.146786E-02,2.053103E-01,2.501933E+03,1.723495E+03,1.298822E-01,1.522724E-01,1.515543E+03,2.279023E+03,7.867574E-02,2.013541E-01,2.414282E+03,1.767754E+03,1.253320E-01,1.561825E-01,1.515543E+03,1.046758E+03,7.867574E-02,9.248191E-02
08:00:00,9.913915E+02,2.333220E+03,5.146783E-02,2.061431E-01,2.466173E+03,1.755485E+03,1.280262E-01,1.550985E-01,1.491704E+03,2.362730E+03,7.743847E-02,2.087494E-01,2.378523E+03,1.792579E+03,1.234761E-01,1.583757E-01,1.491704E+03,1.063948E+03,7.743847E-02,9.400053E-02
08:10:00,9.913905E+02,2.343532E+03,5.146778E-02,2.070540E-01,2.466093E+03,1.786819E+03,1.280226E-01,1.578669E-01,1.491651E+03,2.436065E+03,7.743607E-02,2.152285E-01,2.378444E+03,1.817477E+03,1.234724E-01,1.605754E-01,1.491651E+03,1.079120E+03,7.743607E-02,9.534101E-02
08:20:00,9.913889E+02,2.354996E+03,5.146770E-02,2.080666E-01,2.466019E+03,1.819415E+03,1.280192E-01,1.607467E-01,1.491604E+03,2.502094E+03,7.743391E-02,2.210620E-01,2.378373E+03,1.844621E+03,1.234692E-01,1.629735E-01,1.491604E+03,1.095052E+03,7.743391E-02,9.674857E-02
08:30:00,9.913867E+02,2.367732E+03,5.146758E-02,2.091918E-01,2.465946E+03,1.852772E+03,1.280158E-01,1.636939E-01,1.491556E+03,2.561366E+03,7.743173E-02,2.262987E-01,2.378302E+03,1.873132E+03,1.234659E-01,1.654926E-01,1.491556E+03,1.111705E+03,7.743173E-02,9.821995E-02
08:40:00,9.913839E+02,2.381599E+03,5.146744E-02,2.104170E-01,2.465885E+03,1.886404E+03,1.280130E-01,1.666654E-01,1.491516E+03,2.613500E+03,7.742987E-02,2.309047E-01,2.378241E+03,1.902727E+03,1.234630E-01,1.681074E-01,1.491516E+03,1.129015E+03,7.742987E-02,9.974932E-02
08:50:00,9.913806E+02,2.396429E+03,5.146727E-02,2.117273E-01,2.465831E+03,1.920472E+03,1.280105E-01,1.696754E-01,1.491481E+03,2.658018E+03,7.742823E-02,2.348379E-01,2.378188E+03,1.933249E+03,1.234605E-01,1.708042E-01,1.491481E+03,1.146920E+03,7.742823E-02,1.013313E-01
09:00:00,9.913770E+02,2.412063E+03,5.146708E-02,2.131085E-01,2.465785E+03,1.956239E+03,1.280083E-01,1.728355E-01,1.491451E+03,2.693293E+03,7.742678E-02,2.379544E-01,2.378141E+03,1.968203E+03,1.234583E-01,1.738925E-01,1.491451E+03,1.167485E+03,7.742678E-02,1.031483E-01
09:10:00,9.913732E+02,2.428388E+03,5.146688E-02,2.145508E-01,2.465744E+03,1.993160E+03,1.280063E-01,1.760976E-01,1.491424E+03,2.716560E+03,7.742549E-02,2.400100E-01,2.378101E+03,2.004716E+03,1.234564E-01,1.771185E-01,1.491424E+03,1.189044E+03,7.742549E-02,1.050530E-01
09:20:00,9.913692E+02,2.445288E+03,5.146668E-02,2.160441E-01,2.465708E+03,2.031263E+03,1.280046E-01,1.794642E-01,1.491400E+03,2.726956E+03,7.742435E-02,2.409286E-01,2.378065E+03,2.042085E+03,1.234547E-01,1.804203E-01,1.491400E+03,1.211220E+03,7.742435E-02,1.070125E-01
09:30:00,9.913653E+02,2.462587E+03,5.146647E-02,2.175728E-01,2.465677E+03,2.070656E+03,1.280031E-01,1.829448E-01,1.491379E+03,2.724204E+03,7.742334E-02,2.406856E-01,2.378033E+03,2.080081E+03,1.234531E-01,1.837775E-01,1.491379E+03,1.233682E+03,7.742334E-02,1.089971E-01
09:40:00,9.913613E+02,2.480130E+03,5.146627E-02,2.191228E-01,2.465650E+03,2.111755E+03,1.280018E-01,1.865760E-01,1.491361E+03,2.708255E+03,7.742244E-02,2.392765E-01,2.378005E+03,2.118500E+03,1.234518E-01,1.871719E-01,1.491361E+03,1.256442E+03,7.742244E-02,1.110080E-01
09:50:00,9.913575E+02,2.497854E+03,5.146607E-02,2.206890E-01,2.465626E+03,2.154611E+03,1.280006E-01,1.903626E-01,1.491345E+03,2.679229E+03,7.742165E-02,2.367121E-01,2.377981E+03,2.157221E+03,1.234506E-01,1.905931E-01,1.491345E+03,1.279452E+03,7.742165E-02,1.130411E-01
10:00:00,9.913538E+02,2.515622E+03,5.146588E-02,2.222590E-01,2.465604E+03,2.200014E+03,1.279995E-01,1.943742E-01,1.491331E+03,2.638640E+03,7.742094E-02,2.331262E-01,2.377959E+03,2.192443E+03,1.234495E-01,1.937052E-01,1.491331E+03,1.302009E+03,7.742094E-02,1.150342E-01
10:10:00,9.913503E+02,2.533349E+03,5.146569E-02,2.238257E-01,2.465586E+03,2.248780E+03,1.279986E-01,1.986831E-01,1.491318E+03,2.589251E+03,7.742032E-02,2.287629E-01,2.377940E+03,2.226593E+03,1.234486E-01,1.967228E-01,1.491318E+03,1.324449E+03,7.742032E-02,1.170170E-01
10:20:00,9.913469E+02,2.550895E+03,5.146552E-02,2.253764E-01,2.465569E+03,2.301042E+03,1.279978E-01,2.033009E-01,1.491307E+03,2.532468E+03,7.741976E-02,2.237463E-01,2.377924E+03,2.260096E+03,1.234477E-01,1.996832E-01,1.491307E+03,1.346756E+03,7.741976E-02,1.189880E-01
10:30:00,9.913437E+02,2.568253E+03,5.146535E-02,2.269103E-01,2.465555E+03,2.356786E+03,1.279971E-01,2.082263E-01,1.491297E+03,2.469491E+03,7.741927E-02,2.181824E-01,2.377909E+03,2.292988E+03,1.234470E-01,2.025895E-01,1.491297E+03,1.369084E+03,7.741927E-02,1.209609E-01
10:40:00,9.913407E+02,2.585394E+03,5.146520E-02,2.284251E-01,2.465542E+03,2.415887E+03,1.279964E-01,2.134483E-01,1.491289E+03,2.401619E+03,7.741883E-02,2.121861E-01,2.377895E+03,2.325278E+03,1.234463E-01,2.054426E-01,1.491289E+03,1.391251E+03,7.741883E-02,1.229196E-01
10:50:00,9.913379E+02,2.602293E+03,5.146505E-02,2.299185E-01,2.465530E+03,2.477960E+03,1.279958E-01,2.189329E-01,1.491281E+03,2.330311E+03,7.741843E-02,2.058862E-01,2.377884E+03,2.356959E+03,1.234457E-01,2.082420E-01,1.491281E+03,1.413180E+03,7.741843E-02,1.248572E-01
11:00:00,9.913353E+02,2.618924E+03,5.146491E-02,2.313882E-01,2.465520E+03,2.540665E+03,1.279953E-01,2.244733E-01,1.491274E+03,2.257197E+03,7.741808E-02,1.994266E-01,2.377873E+03,2.388012E+03,1.234452E-01,2.109858E-01,1.491274E+03,1.434822E+03,7.741808E-02,1.267694E-01
