Time,CORE_ZN:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4:TUCSON-DAVIS-MONTHAN.AFB_AZ_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:10:00,6.275945E+02,2.751264E+03,3.258140E-02,2.430996E-01,1.480060E+03,2.419857E+03,7.683542E-02,2.138063E-01,9.355902E+02,1.487848E+03,4.856989E-02,1.314579E-01,1.484058E+03,2.421138E+03,7.704298E-02,2.139194E-01,9.362956E+02,1.567490E+03,4.860651E-02,1.384944E-01
00:20:00,6.275950E+02,2.744065E+03,3.258143E-02,2.424635E-01,1.480062E+03,2.404120E+03,7.683552E-02,2.124159E-01,9.355915E+02,1.477277E+03,4.856996E-02,1.305239E-01,1.484060E+03,2.405085E+03,7.704309E-02,2.125011E-01,9.362969E+02,1.553327E+03,4.860657E-02,1.372430E-01
00:30:00,6.275955E+02,2.737081E+03,3.258146E-02,2.418464E-01,1.480064E+03,2.388818E+03,7.683562E-02,2.110638E-01,9.355928E+02,1.466999E+03,4.857002E-02,1.296158E-01,1.484062E+03,2.389511E+03,7.704319E-02,2.111250E-01,9.362982E+02,1.539715E+03,4.860664E-02,1.360404E-01
00:40:00,6.275960E+02,2.730297E+03,3.258148E-02,2.412470E-01,1.480065E+03,2.373928E+03,7.683572E-02,2.097483E-01,9.355939E+02,1.457001E+03,4.857008E-02,1.287325E-01,1.484064E+03,2.374390E+03,7.704328E-02,2.097890E-01,9.362993E+02,1.526615E+03,4.860670E-02,1.348829E-01
00:50:00,6.275964E+02,2.723698E+03,3.258151E-02,2.406639E-01,1.480067E+03,2.359432E+03,7.683580E-02,2.084674E-01,9.355950E+02,1.447270E+03,4.857013E-02,1.278726E-01,1.484065E+03,2.359698E+03,7.704337E-02,2.084910E-01,9.363004E+02,1.513993E+03,4.860675E-02,1.337677E-01
01:00:00,6.275969E+02,2.717270E+03,3.258153E-02,2.400960E-01,1.480069E+03,2.345311E+03,7.683588E-02,2.072198E-01,9.355960E+02,1.437794E+03,4.857018E-02,1.270354E-01,1.484067E+03,2.345416E+03,7.704345E-02,2.072291E-01,9.363014E+02,1.501819E+03,4.860680E-02,1.326921E-01
01:10:00,6.275973E+02,2.711004E+03,3.258155E-02,2.395424E-01,1.480070E+03,2.331636E+03,7.683596E-02,2.060116E-01,9.355970E+02,1.428615E+03,4.857023E-02,1.262244E-01,1.484068E+03,2.331611E+03,7.704352E-02,2.060093E-01,9.363023E+02,1.490119E+03,4.860685E-02,1.316585E-01
01:20:00,6.275977E+02,2.704890E+03,3.258157E-02,2.390022E-01,1.480072E+03,2.318393E+03,7.683603E-02,2.048415E-01,9.355979E+02,1.419724E+03,4.857028E-02,1.254388E-01,1.484070E+03,2.318267E+03,7.704359E-02,2.048304E-01,9.363032E+02,1.478870E+03,4.860690E-02,1.306646E-01
01:30:00,6.275981E+02,2.698921E+03,3.258159E-02,2.384748E-01,1.480073E+03,2.305574E+03,7.683610E-02,2.037089E-01,9.355987E+02,1.411115E+03,4.857032E-02,1.246782E-01,1.484071E+03,2.305375E+03,7.704366E-02,2.036913E-01,9.363041E+02,1.468052E+03,4.860694E-02,1.297088E-01
01:40:00,6.275984E+02,2.693094E+03,3.258161E-02,2.379599E-01,1.480074E+03,2.293173E+03,7.683616E-02,2.026133E-01,9.355995E+02,1.402784E+03,4.857036E-02,1.239422E-01,1.484072E+03,2.292926E+03,7.704372E-02,2.025914E-01,9.363049E+02,1.457650E+03,4.860698E-02,1.287897E-01
